nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
Michelle Hernandez,88,Acrelândia,AC,67677015565,84379015162186,Valido,Valido
Andrew Cortez,84,Água Branca,AL,62679509056,34228493852644,Valido,Valido
Steven Allen,24,Alvarães,AM,17924883606,53717404990124,Valido,Valido
Julia Maxwell,24,Serra Do Navio,AP,27717301547,73699236305161,Valido,Valido
Michael Lopez,76,Abaíra,BA,72760541100,94087887983756,Valido,Valido
Charles Meyer,64,Abaiara,CE,96927586725,25739458309539,Valido,Valido
Chelsea Vega Dvm,64,Brasília,DF,96499533459,05881110531595,Valido,Valido
Jacob Bowen,82,Afonso Cláudio,ES,33348541590,41649908110124,Valido,Valido
Douglas Preston,66,Abadia De Goiás,GO,90402198182,38458603591471,Valido,Valido
Bradley Mckinney,82,Açailândia,MA,95427295534,28616146003524,Valido,Valido
Amy Davis,49,Abadia Dos Dourados,MG,72647746273,23062316861443,Valido,Valido
Timothy Chavez,57,Água Clara,MS,11540514048,49459030052974,Valido,Valido
Kathryn Hicks,21,Acorizal,MT,93685688120,71806989739950,Valido,Valido
Larry Sanchez,86,Abaetetuba,PA,05638091599,61781985429805,Valido,Valido
Daniel Travis,53,Água Branca,PB,86696077359,89355236984146,Valido,Valido
Susan Hayes,47,Abreu E Lima,PE,14326652195,65382033838362,Valido,Valido
Sherri Duncan,54,Acauã,PI,18911447820,04947412787437,Valido,Valido
Robin Carr,79,Abatiá,PR,45975850525,07403882183590,Valido,Valido
Lisa Warren,60,Angra Dos Reis,RJ,42626649961,37956834308201,Valido,Valido
Thomas Garcia,44,Acari,RN,92067671006,09651175990010,Valido,Valido
Travis Morton,78,Alta Floresta D'oeste,RO,40381383300,09722313523813,Valido,Valido
Carl Sparks,51,Amajari,RR,79800399712,00540190518317,Valido,Valido
Glenn Costa,40,Aceguá,RS,33363061404,48108930271894,Valido,Valido
Bryce Wolfe,83,Abdon Batista,SC,00370098773,41528356172398,Valido,Valido
Martha Suarez,33,Amparo De São Francisco,SE,75501847396,18954966076294,Valido,Valido
Terry Romero,82,Adamantina,SP,49071439909,28880490766341,Valido,Valido
Vincent Greene,55,Abreulândia,TO,52438843756,24691012949259,Valido,Valido
Suzanne Peters,19,Acrelândia,AC,81433726181,29592536264459,Valido,Valido
Mark Spencer,30,Água Branca,AL,33980803325,88133999977213,Valido,Valido
Shannon White,51,Alvarães,AM,97953053799,10501073778472,Valido,Valido
Sandra Dunn Md,36,Serra Do Navio,AP,41664652795,22302433350038,Valido,Valido
Michelle Davila,73,Abaíra,BA,88181875702,05422175472207,Valido,Valido
Lance Cowan,37,Abaiara,CE,33412146404,73255692275027,Valido,Valido
Dana Miller,38,Brasília,DF,61922382353,01498827877805,Valido,Valido
Rebecca Levy,47,Afonso Cláudio,ES,63804841910,47204292806380,Valido,Valido
Christian Smith,71,Abadia De Goiás,GO,50603537456,63724552901801,Valido,Valido
Donald Lee,77,Açailândia,MA,06485649751,34399717654706,Valido,Valido
Hannah Rivera,90,Abadia Dos Dourados,MG,88832867907,60217005106006,Valido,Valido
Teresa Brooks,67,Água Clara,MS,55360312874,35045270438948,Valido,Valido
Mark Flores,29,Acorizal,MT,78269384062,09338933813851,Valido,Valido
Fernando Coleman,57,Abaetetuba,PA,85110949700,27054527561009,Valido,Valido
Jonathan Dixon,54,Água Branca,PB,55123323414,16538645356480,Valido,Valido
Thomas Rivas,65,Abreu E Lima,PE,42171481358,89442870142859,Valido,Valido
Renee Cooper,45,Acauã,PI,35798071375,15669155341771,Valido,Valido
Steven Williams,24,Abatiá,PR,30539327506,84482082543001,Valido,Valido
Lauren Mitchell,61,Angra Dos Reis,RJ,15106991552,70716562318120,Valido,Valido
Jacqueline Simmons,30,Acari,RN,99640449253,03192240876223,Valido,Valido
Samantha Mcclure,68,Alta Floresta D'oeste,RO,22413956417,89794949426790,Valido,Valido
Angela Rhodes,81,Amajari,RR,64246606669,48140877272880,Valido,Valido
Robert Lewis,46,Aceguá,RS,67164049459,95171301007440,Valido,Valido
Elizabeth Thomas,76,Abdon Batista,SC,66577869995,29830418330167,Valido,Valido
William Mcintosh,26,Amparo De São Francisco,SE,67615576237,90051472141223,Valido,Valido
Marcia Alvarado,84,Adamantina,SP,96256785657,57126773264974,Valido,Valido
Sydney Garcia,88,Abreulândia,TO,35374214195,87376458558609,Valido,Valido
Noah Wilson,56,Acrelândia,AC,36419139694,18356772948316,Valido,Valido
Austin Evans,29,Água Branca,AL,33898036960,34697716679724,Valido,Valido
Alexa Hill,45,Alvarães,AM,80819138665,20926314525270,Valido,Valido
Timothy Johnson,64,Serra Do Navio,AP,47807853832,79776626183630,Valido,Valido
Janet Middleton,21,Abaíra,BA,52963075421,99902221825499,Valido,Valido
Vincent Torres,47,Abaiara,CE,64069701362,29131527414020,Valido,Valido
Marie Ibarra,64,Brasília,DF,23489136314,45164300464051,Valido,Valido
Dale Lucas,65,Afonso Cláudio,ES,64127674954,38328359546630,Valido,Valido
William Carr,40,Abadia De Goiás,GO,31330835115,64864099329600,Valido,Valido
Ashley Howell,74,Açailândia,MA,05601380082,07766717623080,Valido,Valido
Sherry Duke,50,Abadia Dos Dourados,MG,43182758926,47023030447084,Valido,Valido
Margaret Cline,58,Água Clara,MS,60421281677,21161184276058,Valido,Valido
Donald Howell,45,Acorizal,MT,53150287715,56496777995331,Valido,Valido
Allen Nguyen,77,Abaetetuba,PA,18259326469,49290900766960,Valido,Valido
Marcus Rogers,40,Água Branca,PB,51938901053,42868038236752,Valido,Valido
Scott Griffin,20,Abreu E Lima,PE,40879196840,74442465309237,Valido,Valido
Rebecca Thomas,80,Acauã,PI,82204691534,75714889042849,Valido,Valido
Lori Fitzpatrick,20,Abatiá,PR,26283035159,58887594967590,Valido,Valido
Daniel Roberts,56,Angra Dos Reis,RJ,73127637152,61306865643092,Valido,Valido
Richard Bauer,65,Acari,RN,03667033664,92828683419555,Valido,Valido
Justin Perez,86,Alta Floresta D'oeste,RO,17972690464,02978363197758,Valido,Valido
Ashley James,86,Amajari,RR,22117371370,01876955173945,Valido,Valido
Mathew Edwards,52,Aceguá,RS,06856590385,13154668749209,Valido,Valido
John Thomas,70,Abdon Batista,SC,50198279400,47825659637173,Valido,Valido
Destiny Stevens,90,Amparo De São Francisco,SE,96163939360,46015840814207,Valido,Valido
April Evans,73,Adamantina,SP,04454824193,94767188414388,Valido,Valido
Randy Brown,59,Abreulândia,TO,30629349991,61455791572108,Valido,Valido
Michele Medina,23,Acrelândia,AC,84431177108,75224515148597,Valido,Valido
Jessica Flores,89,Água Branca,AL,73820900004,40794307501419,Valido,Valido
Cole Turner,66,Alvarães,AM,25032823937,82905815827151,Valido,Valido
Matthew Mathis,80,Serra Do Navio,AP,33005514986,00377258719106,Valido,Valido
Alan Peters,80,Abaíra,BA,19220974703,33231384446623,Valido,Valido
John Anderson,82,Abaiara,CE,59974050367,93972724326024,Valido,Valido
Samantha Thompson,54,Brasília,DF,47433776257,25740964705656,Valido,Valido
Angela Hernandez,34,Afonso Cláudio,ES,96765479481,78156668003135,Valido,Valido
Ashley Lang,18,Abadia De Goiás,GO,52951423020,41042442998391,Valido,Valido
Brittany Jackson,47,Açailândia,MA,61850441294,51170982981177,Valido,Valido
Michael Jones,23,Abadia Dos Dourados,MG,94853365516,11645960106462,Valido,Valido
Veronica Bell,60,Água Clara,MS,38846731301,80647201662842,Valido,Valido
Nicholas Fry,24,Acorizal,MT,37079285437,11737639288689,Valido,Valido
Jody Lopez,40,Abaetetuba,PA,89901315379,48345337984159,Valido,Valido
Jane Williams,81,Água Branca,PB,74229200099,80710230700916,Valido,Valido
Michael Martin,43,Abreu E Lima,PE,51309900566,19059437584872,Valido,Valido
Olivia Gardner,68,Acauã,PI,18624047200,63855516000995,Valido,Valido
Elizabeth Davis,82,Abatiá,PR,64851032528,25946702344364,Valido,Valido
Barbara Baker,52,Angra Dos Reis,RJ,41621000982,19641457989245,Valido,Valido
Randall Smith,28,Acari,RN,95716035701,33185487806668,Valido,Valido
Justin Allen,57,Alta Floresta D'oeste,RO,43352944334,06928115981012,Valido,Valido
Edwin Smith,33,Amajari,RR,80300767200,29548027757450,Valido,Valido
Leslie Coleman,38,Aceguá,RS,36358707302,15478432588578,Valido,Valido
Tina Jones,43,Abdon Batista,SC,82756263664,72191530677159,Valido,Valido
Mary Jordan,48,Amparo De São Francisco,SE,15080886676,78655190728915,Valido,Valido
Barbara Hernandez,83,Adamantina,SP,41115795155,62865252695600,Valido,Valido
Travis Johnson,84,Abreulândia,TO,31190087022,87375485633898,Valido,Valido
Heidi Marshall,67,Acrelândia,AC,71654212202,75960525133720,Valido,Valido
Julie Stevenson,69,Água Branca,AL,55524157523,12557346522898,Valido,Valido
Dorothy Carroll,87,Alvarães,AM,25062801036,05600624548339,Valido,Valido
Colleen Daniels,77,Serra Do Navio,AP,20824178084,64831655397809,Valido,Valido
Jonathan Friedman,57,Abaíra,BA,86767037877,88683175697010,Valido,Valido
Abigail Ford,43,Abaiara,CE,94656832138,46926310829749,Valido,Valido
Deanna Moran Phd,71,Brasília,DF,36997799043,66026648769325,Valido,Valido
Meghan Parker,50,Afonso Cláudio,ES,17035334610,68249599986170,Valido,Valido
Jeremy Schultz,41,Abadia De Goiás,GO,88800037801,08517977322807,Valido,Valido
Benjamin Alvarez,87,Açailândia,MA,32433395372,79601739123960,Valido,Valido
Christina Dunn,69,Abadia Dos Dourados,MG,10601357280,12901960745379,Valido,Valido
Destiny Neal,56,Água Clara,MS,45542268404,98403624625251,Valido,Valido
Sara Roberts,71,Acorizal,MT,26305664803,72251244786348,Valido,Valido
Linda Dean,34,Abaetetuba,PA,28901268540,02717007043040,Valido,Valido
Samuel Perez,35,Água Branca,PB,13146144956,85732590221023,Valido,Valido
Monique Henry,36,Abreu E Lima,PE,49942146547,44818041785464,Valido,Valido
Brittany Mills,19,Acauã,PI,25637040141,09012873256401,Valido,Valido
Zachary Torres,38,Abatiá,PR,50757560695,00007882948900,Valido,Valido
Martha Powers,76,Angra Dos Reis,RJ,87047446915,03302770175491,Valido,Valido
Timothy Soto,25,Acari,RN,82635153604,60068453191262,Valido,Valido
Benjamin Smith,59,Alta Floresta D'oeste,RO,55242532475,87037014619966,Valido,Valido
Daniel Peters,64,Amajari,RR,80227333853,45289707536600,Valido,Valido
David Rivas Dds,80,Aceguá,RS,16580590505,19990044945066,Valido,Valido
Christopher Alexander,89,Abdon Batista,SC,52403971472,77846965954470,Valido,Valido
Adrienne Hardy,58,Amparo De São Francisco,SE,10332291804,33391657244999,Valido,Valido
Dwayne Perkins,55,Adamantina,SP,01007673702,15695855136991,Valido,Valido
Hannah Diaz,72,Abreulândia,TO,24735764089,47395786973457,Valido,Valido
Kyle Kirby,42,Acrelândia,AC,63645130853,21844620257978,Valido,Valido
Nathan Adkins,63,Água Branca,AL,70252844408,68376906385423,Valido,Valido
Rodney Fisher,50,Alvarães,AM,20643752609,14733927628853,Valido,Valido
Lisa Aguirre,88,Serra Do Navio,AP,46066322249,19423450181586,Valido,Valido
Nicole Stephens,31,Abaíra,BA,52673520473,12769076724910,Valido,Valido
Lisa Costa,79,Abaiara,CE,70134613180,51779501388530,Valido,Valido
David Mcgee,24,Brasília,DF,84659038246,96293813530829,Valido,Valido
Kimberly Parker,69,Afonso Cláudio,ES,60049838881,43583625746103,Valido,Valido
Kevin Chambers,35,Abadia De Goiás,GO,30199676941,39969811738431,Valido,Valido
Derrick Rodriguez,21,Açailândia,MA,51591270707,87199161925200,Valido,Valido
Cory Bray,78,Abadia Dos Dourados,MG,86545570447,88204855602070,Valido,Valido
Carrie Hess,72,Água Clara,MS,25938469767,09226737466729,Valido,Valido
Crystal Alvarado,52,Acorizal,MT,34249415651,08660611462031,Valido,Valido
Sabrina Hogan,50,Abaetetuba,PA,89073005426,10721759270416,Valido,Valido
Dave Stewart,71,Água Branca,PB,10979443440,33797475224482,Valido,Valido
Laura King,80,Abreu E Lima,PE,54586590319,41249888036298,Valido,Valido
Billy Mcdowell,60,Acauã,PI,05948797872,94876663434118,Valido,Valido
James Phillips,69,Abatiá,PR,49197102830,18461304386710,Valido,Valido
Kristen Tucker,81,Angra Dos Reis,RJ,58382303471,49642101860928,Valido,Valido
Emily Morrison,25,Acari,RN,11338848062,32099096965464,Valido,Valido
Michelle Mcbride,69,Alta Floresta D'oeste,RO,37717696045,48580207986900,Valido,Valido
Jacob Smith,71,Amajari,RR,96522132680,31964305422998,Valido,Valido
Tammy Travis Dvm,43,Aceguá,RS,77616620965,91272021853866,Valido,Valido
Jillian Wallace,32,Abdon Batista,SC,24525349867,83681261291448,Valido,Valido
Sandra Lewis,36,Amparo De São Francisco,SE,43451342693,70509838821208,Valido,Valido
Rhonda Mcmillan,37,Adamantina,SP,21718664389,45848764988663,Valido,Valido
Laura Reeves,55,Abreulândia,TO,51219062693,55349093452480,Valido,Valido
Mary Tucker,90,Acrelândia,AC,33748887477,93320932902724,Valido,Valido
Dawn Taylor,49,Água Branca,AL,58672382536,45818409481822,Valido,Valido
Mark Miller,28,Alvarães,AM,49303485955,56963722634103,Valido,Valido
Melissa Rodriguez,40,Serra Do Navio,AP,39820899648,65847220829626,Valido,Valido
Dylan Smith,39,Abaíra,BA,86533506757,88453728213024,Valido,Valido
Katherine Lopez,35,Abaiara,CE,80248696750,04971184996781,Valido,Valido
Michael Jackson,75,Brasília,DF,80945023553,17047851203387,Valido,Valido
Sherry Moyer,28,Afonso Cláudio,ES,82451711159,00689549475915,Valido,Valido
Thomas Huang,21,Abadia De Goiás,GO,70820446157,35161325651158,Valido,Valido
Jeffrey Matthews,82,Açailândia,MA,42971451461,83816954031598,Valido,Valido
Shaun Rodriguez,42,Abadia Dos Dourados,MG,72935084250,61732361605027,Valido,Valido
Timothy Johnson,53,Água Clara,MS,00961032219,64767462403747,Valido,Valido
Susan Chambers,83,Acorizal,MT,78999480100,42080169415004,Valido,Valido
Dawn Garcia,66,Abaetetuba,PA,05734959472,28275990028361,Valido,Valido
Lisa Sanchez,54,Água Branca,PB,24308024145,73643420035460,Valido,Valido
Daniel Smith,79,Abreu E Lima,PE,16698919330,70719875467218,Valido,Valido
Rodney Mccarthy,59,Acauã,PI,62253600504,48237004082170,Valido,Valido
Curtis Martinez,85,Abatiá,PR,61944391819,56647995308349,Valido,Valido
Barbara Williams,75,Angra Dos Reis,RJ,01925713113,17666895111601,Valido,Valido
Melissa Williams,62,Acari,RN,03383559602,75628389820935,Valido,Valido
Ian Floyd,42,Alta Floresta D'oeste,RO,66751449011,51086427278983,Valido,Valido
Carol Lawrence,35,Amajari,RR,64895195503,48746721299703,Valido,Valido
Sandra Davis,22,Aceguá,RS,50448111810,02457202246868,Valido,Valido
Noah Harper,82,Abdon Batista,SC,35791241291,78259502381505,Valido,Valido
Steven Patterson,77,Amparo De São Francisco,SE,77917680207,26714466300375,Valido,Valido
Alyssa Chapman,81,Adamantina,SP,58039385482,36460956618605,Valido,Valido
Alison Murray,68,Abreulândia,TO,35977559925,39544938547654,Valido,Valido
Krystal Wiggins,48,Acrelândia,AC,16054007939,07446064370099,Valido,Valido
Dana Mcclure,61,Água Branca,AL,55190402576,60872369888222,Valido,Valido
Sara Smith,45,Alvarães,AM,83587532419,59653490983783,Valido,Valido
Alexis Davis,38,Serra Do Navio,AP,87110254097,69171111380300,Valido,Valido
Matthew Taylor,38,Abaíra,BA,80316968889,79905435943447,Valido,Valido
Sharon Baird,67,Abaiara,CE,48001761070,12850380620432,Valido,Valido
Katie Ruiz,25,Brasília,DF,12114204774,01945309560767,Valido,Valido
Christine Brady,31,Afonso Cláudio,ES,76214005289,19762112985686,Valido,Valido
Charles Hart,62,Abadia De Goiás,GO,86607147097,00959959514268,Valido,Valido
Brian Miller,45,Açailândia,MA,88325526807,72137181320876,Valido,Valido
Katherine Leon,22,Abadia Dos Dourados,MG,75335804190,15401153950981,Valido,Valido
Jeffrey Sutton,22,Água Clara,MS,48515386690,31834078253343,Valido,Valido
Jessica Harrell,37,Acorizal,MT,99421998294,69080793843612,Valido,Valido
Victor Dixon,76,Abaetetuba,PA,90277515360,01678930551206,Valido,Valido
Cindy Smith,30,Água Branca,PB,85626720928,57923492713682,Valido,Valido
Rebecca Morales,62,Abreu E Lima,PE,76010462061,91146805364308,Valido,Valido
Robert Wolf,55,Acauã,PI,66167875839,28009220976500,Valido,Valido
Amy Johnson,45,Abatiá,PR,56425813415,86237736043684,Valido,Valido
Jill Williams,82,Angra Dos Reis,RJ,52992877719,48001332890716,Valido,Valido
Rita Hill,22,Acari,RN,45830619512,50592760334907,Valido,Valido
Carl Huynh,33,Alta Floresta D'oeste,RO,13968662059,71053603899402,Valido,Valido
Bryan Rivas,47,Amajari,RR,05579387911,10087571776124,Valido,Valido
Brenda Dennis,63,Aceguá,RS,94732191487,00415186709009,Valido,Valido
Joshua Long,70,Abdon Batista,SC,43078111431,84977301666966,Valido,Valido
Lisa Jones,73,Amparo De São Francisco,SE,80709093829,42366888822058,Valido,Valido
Robert Graham,79,Adamantina,SP,96854323681,06902961338888,Valido,Valido
Margaret Chavez,49,Abreulândia,TO,43473582026,28885179739070,Valido,Valido
Steven Smith,89,Acrelândia,AC,99358566230,36771917784626,Valido,Valido
Amy Morris,87,Água Branca,AL,43058597185,31009541789239,Valido,Valido
Joseph Jackson,31,Alvarães,AM,36333552941,17684287109986,Valido,Valido
Eric Kelley,30,Serra Do Navio,AP,87502305149,50460190283132,Valido,Valido
Alexis Harrison,82,Abaíra,BA,10746951272,66882688780852,Valido,Valido
Jessica Crawford,63,Abaiara,CE,02644882966,32747131455805,Valido,Valido
John Kim,69,Brasília,DF,65597302477,74176019503202,Valido,Valido
David Gross,30,Afonso Cláudio,ES,62215422351,87116869580750,Valido,Valido
Shannon Chapman,42,Abadia De Goiás,GO,80976984806,34638668764644,Valido,Valido
Casey Callahan,78,Açailândia,MA,41408669269,87608382774130,Valido,Valido
Charles Adams,64,Abadia Dos Dourados,MG,37954136485,60534079859848,Valido,Valido
Amy Robinson,29,Água Clara,MS,85291073497,71043940157277,Valido,Valido
Tracy Mason,53,Acorizal,MT,21770505610,56197835985878,Valido,Valido
Monica Taylor,61,Abaetetuba,PA,59168318200,29389738754918,Valido,Valido
Joseph Griffin,57,Água Branca,PB,19568993592,39521328122111,Valido,Valido
John Long,78,Abreu E Lima,PE,76180249601,29736949742973,Valido,Valido
Marie Rodriguez,77,Acauã,PI,16746913350,54989518292669,Valido,Valido
Sean Martinez,24,Abatiá,PR,17130447141,53549803713804,Valido,Valido
Sara Terry,31,Angra Dos Reis,RJ,35760014412,78289259168297,Valido,Valido
Isaac Rangel,47,Acari,RN,57520073807,69330124282790,Valido,Valido
Joel Hebert,68,Alta Floresta D'oeste,RO,29416012874,35562571176804,Valido,Valido
Samuel Gomez,64,Amajari,RR,32397760223,58342865210005,Valido,Valido
Brenda Allen,55,Aceguá,RS,07983669585,74872692256247,Valido,Valido
Nancy Velazquez,50,Abdon Batista,SC,02664681109,61965661649002,Valido,Valido
Jacqueline Hebert,57,Amparo De São Francisco,SE,96347592118,44622164334334,Valido,Valido
David Robinson Ii,68,Adamantina,SP,85792281408,90966207104230,Valido,Valido
Joseph Wilcox,76,Abreulândia,TO,67365387009,18979080808581,Valido,Valido
Gary Waller,61,Acrelândia,AC,03912890714,36377125766266,Valido,Valido
Charlene Rhodes,59,Água Branca,AL,37765934155,74672698435019,Valido,Valido
Erica Hughes,36,Alvarães,AM,34854147199,75920063658861,Valido,Valido
Antonio Frye,18,Serra Do Navio,AP,76543001828,57852434729285,Valido,Valido
Marissa York,48,Abaíra,BA,22987798563,17457291282964,Valido,Valido
Brian Butler,28,Abaiara,CE,57639953413,08336192334836,Valido,Valido
Elizabeth Ramos,41,Brasília,DF,74911959118,27416454202155,Valido,Valido
Jeffrey Pierce,46,Afonso Cláudio,ES,04912997102,65767773349383,Valido,Valido
Timothy Shelton,36,Abadia De Goiás,GO,41916632165,28022851020422,Valido,Valido
Andres Terrell,80,Açailândia,MA,31137155043,76803966318994,Valido,Valido
Thomas Perkins,32,Abadia Dos Dourados,MG,35062855993,92755708196482,Valido,Valido
Casey Williamson,43,Água Clara,MS,72562788966,43415821796192,Valido,Valido
Gregory Williams,76,Acorizal,MT,42683072651,42738166795500,Valido,Valido
William Ferguson,45,Abaetetuba,PA,16777522204,26485992107063,Valido,Valido
Antonio Perez,64,Água Branca,PB,20461652846,79868662699000,Valido,Valido
Frederick Raymond,66,Abreu E Lima,PE,39631191109,04199875038600,Valido,Valido
Christopher Carpenter,40,Acauã,PI,97300381987,02084531189319,Valido,Valido
